id,dining_cost
42156,1.0
28926,1.0
2243,1.0
37220,0.0
10678,0.0
2359,0.0
32497,1.0
10430,1.0
20750,0.0
32463,0.0
19392,1.0
3853,0.0
17540,1.0
21132,1.0
36738,1.0
17616,0.0
18486,0.0
18529,1.0
37432,0.0
7645,1.0
997,1.0
20417,1.0
30468,1.0
31104,1.0
32922,0.0
41213,0.0
15023,0.0
6984,1.0
27962,0.0
27370,1.0
45865,1.0
21569,0.0
32168,1.0
51435,0.0
32763,1.0
33275,0.0
41546,1.0
9699,0.0
3029,1.0
4522,1.0
26685,0.0
6768,1.0
18936,0.0
28566,1.0
7183,0.0
31124,1.0
27638,0.0
34493,0.0
29756,0.0
35292,0.0
7597,0.0
21164,0.0
9843,0.0
21079,1.0
9344,1.0
21047,1.0
10789,0.0
32738,1.0
10697,0.0
22345,0.0
8989,0.0
45303,0.0
51053,1.0
6800,1.0
7287,1.0
37328,0.0
20588,1.0
22411,1.0
51209,1.0
8049,1.0
41186,1.0
21981,0.0
45144,0.0
31785,1.0
2771,0.0
18261,0.0
16402,1.0
19983,0.0
16153,0.0
8237,0.0
34016,1.0
33365,0.0
19817,0.0
40549,1.0
36810,1.0
7635,1.0
41711,1.0
17182,0.0
1517,1.0
36353,0.0
10549,0.0
41543,1.0
18925,0.0
41536,1.0
7267,0.0
28410,1.0
32304,0.0
51431,1.0
278,1.0
34814,1.0
14965,0.0
29442,0.0
44752,1.0
7926,1.0
2460,0.0
3452,1.0
21689,0.0
30745,0.0
23667,0.0
8616,0.0
11027,1.0
35466,0.0
50112,1.0
18949,0.0
17115,1.0
36123,0.0
22690,1.0
3020,1.0
23152,1.0
26846,0.0
18212,1.0
10977,1.0
18810,1.0
16731,0.0
29709,1.0
32538,0.0
9168,0.0
20078,1.0
9690,0.0
22782,1.0
10547,0.0
31026,1.0
17934,0.0
17508,1.0
21742,1.0
16069,0.0
17534,1.0
32977,1.0
27542,1.0
33961,1.0
30174,0.0
42155,1.0
27676,1.0
19520,0.0
18886,0.0
8889,1.0
3999,1.0
51443,0.0
8042,0.0
17686,1.0
10167,0.0
32119,1.0
32735,0.0
17040,1.0
22768,0.0
8660,1.0
20658,0.0
19878,0.0
21161,1.0
18767,1.0
18954,0.0
16487,0.0
21753,1.0
44760,1.0
23216,1.0
30776,0.0
10650,0.0
37470,0.0
18207,1.0
9891,0.0
36849,1.0
17883,1.0
30774,0.0
20179,0.0
27356,1.0
10653,0.0
23841,1.0
3013,0.0
8332,1.0
29384,1.0
40630,0.0
17032,1.0
3613,0.0
23638,1.0
8465,0.0
22692,0.0
41850,0.0
50644,1.0
41127,0.0
21469,1.0
29014,0.0
11012,1.0
17677,0.0
17522,1.0
35834,1.0
29853,0.0
27595,0.0
48984,1.0
51060,1.0
15162,0.0
7587,1.0
50686,0.0
27779,0.0
20085,0.0
34619,0.0
26790,0.0
3945,1.0
16496,0.0
36299,0.0
11351,0.0
15812,1.0
45820,1.0
26929,0.0
17543,1.0
41766,0.0
45796,1.0
31777,0.0
44713,1.0
2528,1.0
40971,1.0
7957,1.0
23383,0.0
45294,0.0
51686,1.0
2852,0.0
17025,1.0
34976,0.0
457,1.0
16728,0.0
10428,1.0
51694,1.0
8959,0.0
41216,0.0
32846,1.0
34965,0.0
1023,0.0
4089,0.0
9933,1.0
37367,0.0
7918,1.0
30789,0.0
7533,1.0
11105,1.0
35587,0.0
8353,1.0
27658,1.0
16112,0.0
2949,1.0
21293,1.0
16855,1.0
31125,1.0
41297,1.0
8659,0.0
7621,1.0
21766,1.0
18548,0.0
10567,0.0
7886,1.0
22415,0.0
9196,1.0
23370,0.0
16173,0.0
27730,0.0
45168,0.0
34482,0.0
8076,0.0
3492,1.0
4081,1.0
19920,0.0
9538,0.0
51085,1.0
3502,1.0
8777,0.0
19815,0.0
10740,0.0
22682,0.0
23179,1.0
17006,1.0
20732,0.0
37468,0.0
28997,1.0
22528,0.0
18776,1.0
21394,0.0
8650,0.0
19396,1.0
40901,1.0
2790,1.0
31875,0.0
35410,0.0
37457,0.0
50167,0.0
29432,0.0
27318,0.0
7489,0.0
29601,1.0
37420,0.0
35677,0.0
30505,1.0
11272,0.0
50767,0.0
1459,1.0
2440,0.0
32810,0.0
14696,1.0
15804,1.0
16784,1.0
9792,0.0
17298,0.0
23423,0.0
8846,1.0
1177,0.0
41809,1.0
2373,0.0
41459,1.0
23222,1.0
29389,0.0
30042,1.0
34400,0.0
37393,0.0
28954,1.0
19859,1.0
20069,0.0
21172,0.0
19687,0.0
50668,0.0
9624,0.0
22009,1.0
19336,1.0
33949,1.0
20028,1.0
18680,1.0
7963,1.0
35613,1.0
30498,0.0
29243,1.0
18906,0.0
8295,1.0
16608,0.0
8803,0.0
18527,0.0
2679,0.0
34286,0.0
17188,0.0
50520,1.0
33957,1.0
29012,0.0
26837,1.0
32108,1.0
10382,1.0
50650,1.0
19431,0.0
20851,0.0
15892,1.0
22340,0.0
19611,0.0
20469,0.0
44814,0.0
51171,1.0
22321,0.0
23392,0.0
16666,0.0
29330,1.0
33676,1.0
30002,0.0
19774,1.0
37404,0.0
34033,1.0
20672,0.0
23755,0.0
20713,0.0
8255,1.0
31162,1.0
34719,1.0
32226,1.0
30431,0.0
3461,1.0
9846,0.0
22420,0.0
2519,1.0
6893,0.0
1906,1.0
22922,0.0
9595,0.0
11485,1.0
33235,0.0
8718,0.0
51464,0.0
11264,0.0
51259,0.0
31853,0.0
29374,1.0
50923,1.0
7546,0.0
42356,1.0
947,0.0
9738,0.0
1451,0.0
16555,1.0
7037,1.0
8032,1.0
31090,1.0
40836,0.0
16563,1.0
21758,1.0
8634,1.0
8921,0.0
27749,0.0
3060,0.0
36278,0.0
30682,0.0
10637,0.0
1069,1.0
36252,0.0
50368,1.0
26549,1.0
50682,0.0
1213,1.0
10820,0.0
31706,0.0
1398,1.0
26867,1.0
41567,1.0
9005,0.0
9270,0.0
8445,1.0
34546,0.0
34722,1.0
18644,1.0
22599,0.0
17572,1.0
6752,1.0
1471,1.0
8286,1.0
9342,0.0
9281,1.0
2589,0.0
17026,0.0
50546,0.0
29008,1.0
2295,1.0
16815,1.0
22792,0.0
41634,1.0
34837,1.0
3147,0.0
21082,1.0
40531,1.0
50329,1.0
35322,0.0
50547,0.0
17000,1.0
29258,1.0
10606,0.0
45898,0.0
34934,0.0
7454,0.0
21323,1.0
30153,0.0
41579,1.0
45923,1.0
50814,0.0
14829,0.0
16166,0.0
21635,0.0
40912,0.0
10872,1.0
9487,0.0
34643,0.0
40518,1.0
23339,0.0
17335,0.0
26518,1.0
31681,0.0
20038,0.0
40789,0.0
23695,0.0
31874,0.0
21068,1.0
32785,1.0
41855,0.0
35092,1.0
8257,1.0
10548,0.0
44907,0.0
36996,0.0
44926,1.0
28427,1.0
9649,0.0
2611,1.0
22818,1.0
6771,1.0
21692,0.0
2572,0.0
32889,1.0
31169,1.0
51231,0.0
8437,0.0
22938,0.0
21468,0.0
31082,1.0
3798,1.0
41844,0.0
20548,0.0
21342,1.0
1683,0.0
9154,0.0
20518,0.0
32570,0.0
22617,0.0
45124,0.0
11286,1.0
45818,1.0
16736,0.0
23326,1.0
29327,0.0
31156,1.0
35053,0.0
20401,0.0
11866,1.0
17829,1.0
45005,1.0
27761,0.0
20373,1.0
29203,1.0
29141,0.0
41956,0.0
41863,0.0
9665,0.0
20244,1.0
31222,0.0
3644,0.0
36157,0.0
22733,0.0
17158,0.0
36372,0.0
35991,0.0
22727,1.0
31726,0.0
15932,0.0
9916,1.0
3094,1.0
21040,1.0
16430,0.0
17530,1.0
3603,1.0
2965,1.0
35423,1.0
